C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.18CEST01:53:29

maintype = G & redshift >0 & Distance.distance <  50 & Distance.distance  >= 40 & Distance.unit = Mpc
-----------------------------------------------------------------------------------------------------

Number of objects : 692

 # ;            identifier             ;typ;   radvel   ;  redshift  ;     cz     ;#dist; distance Q unit;  err-        err+     ; method ;     reference     
171;ESO 561-3                          ;G  ;3540.9      ;0.011882    ;3562.06     ;    1;   44.67    Mpc ;  -3.02       +3.02    ;T-F     ;2020ApJ...902..145K
172;ESO 494-4                          ;G  ;2542        ;0.008515    ;2552.87     ;    1;   42.46    Mpc ;  -4.01       +4.01    ;T-F     ;2020ApJ...902..145K
173;Z 59-31                            ;G  ;4581        ;0.01540     ;4616.8      ;    1;   48.08    Mpc ;  -9.09       +9.09    ;T-F     ;2020ApJ...902..145K
174;UGC 4395                           ;G  ;2191        ;0.007335    ;2199.07     ;    1;   38.55    Mpc ;  -2.43       +2.43    ;T-F     ;2020ApJ...902..145K
175;UGC 4361                           ;G  ;3718        ;0.01248     ;3741.4      ;    1;   44.87    Mpc ;  -4.64       +4.64    ;T-F     ;2020ApJ...902..145K
176;IC 2327                            ;G  ;2680        ;0.008980    ;2692.09     ;    1;   49.20    Mpc ;  -3.10       +3.10    ;T-F     ;2020ApJ...902..145K
177;Z 149-40                           ;G  ;2127        ;0.007120    ;2134.60     ;    1;   43.65    Mpc ;  -7.66       +7.66    ;T-F     ;2020ApJ...902..145K
178;Z 149-59                           ;G  ;3500        ;0.011744    ;3520.67     ;    1;   49.43    Mpc ;                       ;        ;2016AJ....152...50T
179;UGC 4482                           ;G  ;2115        ;0.007080    ;2122.51     ;    1;   48.98    Mpc ; -10.36      +10.36    ;T-F     ;2020ApJ...902..145K
180;ESO 431-16                         ;G  ;2806        ;0.009404    ;2819.26     ;    1;   42.85    Mpc ;  -7.52       +7.52    ;T-F     ;2020ApJ...902..145K
181;UGC 4559                           ;G  ;2083        ;0.006972    ;2090.29     ;    1;   36.81    Mpc ;  -1.99       +1.99    ;T-F     ;2020ApJ...902..145K
182;ESO 563-10                         ;G  ;4584        ;0.015409    ;4619.59     ;    1;   48.31    Mpc ;  -5.87       +5.87    ;T-F     ;2020ApJ...902..145K
183;ESO 432-2                          ;G  ;2756.0      ;0.009236    ;2768.79     ;    1;   45.08    Mpc ;  -2.43       +2.43    ;T-F     ;2020ApJ...902..145K
184;MCG-01-23-002                      ;G  ;2852.2      ;0.009560    ;2865.90     ;    1;   40.93    Mpc ;  -5.53       +5.53    ;T-F     ;2020ApJ...902..145K
185;ESO 563-24                         ;G  ;2655        ;0.00890     ;2667.0      ;    1;   52.72    Mpc ;                       ;        ;2016AJ....152...50T
186;ESO 563-26                         ;G  ;3404        ;0.011420    ;3423.55     ;    1;   39.81    Mpc ;  -7.52       +7.52    ;T-F     ;2020ApJ...902..145K
187;ESO 496-12                         ;G  ;2592.1      ;0.008684    ;2603.40     ;    1;   44.06    Mpc ;  -7.14       +7.14    ;T-F     ;2020ApJ...902..145K
188;NGC 2717                           ;G  ;2567        ;0.00860     ;2578.0      ;    1;   29.65    Mpc ;                       ;        ;2016AJ....152...50T
189;ESO 346-1                          ;G  ;2334        ;0.007816    ;2343.16     ;    1;   37.33    Mpc ;  -4.03       +4.03    ;T-F     ;2020ApJ...902..145K
190;ESO 346-14                         ;G  ;2700.5      ;0.009049    ;2712.77     ;    1;   31.77    Mpc ;  -4.00       +4.00    ;T-F     ;2020ApJ...902..145K
191;ESO 351-28                         ;G  ;3459.2      ;0.011606    ;3479.39     ;    1;   42.85    Mpc ;  -8.29       +8.29    ;T-F     ;2020ApJ...902..145K
192;2MASX J01325995-3433512            ;G  ;5357.5      ;0.018033    ;5406.24     ;    1;   44.46    Mpc ;  -9.20       +9.20    ;T-F     ;2020ApJ...902..145K
193;ESO 415-11                         ;G  ;3492        ;0.011717    ;3512.58     ;    1;   47       Mpc ;                       ;        ;2007ApJS..173..185G
194;ESO 531-22                         ;G  ;3398.5      ;0.011401    ;3417.98     ;    1;   44.26    Mpc ;  -3.19       +3.19    ;T-F     ;2020ApJ...902..145K
195;NGC 101                            ;G  ;3378.5      ;0.011334    ;3397.75     ;    1;   45.92    Mpc ;                       ;        ;2006ApJS..164...38I
196;NGC 7306                           ;G  ;3539.3      ;0.011876    ;3560.44     ;    1;   47.64    Mpc ;  -4.50       +4.50    ;T-F     ;2020ApJ...902..145K
197;ESO 469-8                          ;G  ;1760        ;0.005888    ;1765.20     ;    1;   42.66    Mpc ;  -9.98       +9.98    ;T-F     ;2020ApJ...902..145K
198;ESO 472-2                          ;G  ;3090.5      ;0.010362    ;3106.60     ;    1;   47.21    Mpc ;  -9.13       +9.13    ;T-F     ;2020ApJ...902..145K
199;ESO 546-6                          ;G  ;3063        ;0.010270    ;3078.81     ;    1;   48.31    Mpc ; -11.30      +11.30    ;T-F     ;2020ApJ...902..145K
200;NGC 7349                           ;G  ;4490        ;0.015091    ;4524.13     ;    1;   44.06    Mpc ;  -8.33       +8.33    ;T-F     ;2020ApJ...902..145K
201;ESO 472-10                         ;G  ;3930.2      ;0.013197    ;3956.30     ;    1;   50.35    Mpc ;  -5.89       +5.89    ;T-F     ;2020ApJ...902..145K
202;NGC 172                            ;G  ;3052.3      ;0.010234    ;3068.00     ;    1;   38.02    Mpc ;  -2.91       +2.91    ;T-F     ;2020ApJ...902..145K
203;ESO 602-15                         ;G  ;2682.1      ;0.008987    ;2694.21     ;    1;   38.19    Mpc ;  -7.39       +7.39    ;T-F     ;2020ApJ...902..145K
204;ESO 541-5                          ;G  ;1963.5      ;0.006571    ;1969.97     ;    1;   40.93    Mpc ;  -8.47       +8.47    ;T-F     ;2020ApJ...902..145K
205;NGC 1114                           ;G  ;3470.3      ;0.011643    ;3490.62     ;    1;   47.64    Mpc ;  -4.07       +4.07    ;T-F     ;2020ApJ...902..145K
206;MCG-03-07-047                      ;G  ;4546        ;0.015281    ;4581.00     ;    1;   49.20    Mpc ;  -5.98       +5.98    ;T-F     ;2020ApJ...902..145K
207;NGC 1076                           ;G  ;2101.9      ;0.007036    ;2109.32     ;    1;   41.50    Mpc ;                       ;        ;2016AJ....152...50T
208;MCG-02-07-032                      ;G  ;4469        ;0.015020    ;4502.81     ;    1;   59.16    Mpc ; -13.04      +13.04    ;T-F     ;2020ApJ...902..145K
209;LEDA 68107                         ;G  ;2858        ;0.009579    ;2871.75     ;    1;   49.43    Mpc ;  -7.34       +7.34    ;T-F     ;2020ApJ...902..145K
210;NGC 726                            ;G  ;5358        ;0.018035    ;5406.75     ;    1;   43.25    Mpc ;  -8.95       +8.95    ;T-F     ;2020ApJ...902..145K
211;Mrk 1033                           ;G  ;5208        ;0.017525    ;5253.86     ;    1;   48.53    Mpc ;                       ;        ;2016AJ....152...50T
212;MCG-02-06-050                      ;G  ;3977        ;0.013355    ;4003.73     ;    1;   42.46    Mpc ;  -7.07       +7.07    ;T-F     ;2020ApJ...902..145K
213;LEDA 67282                         ;G  ;3093        ;0.010371    ;3109.12     ;    1;   42.85    Mpc ;  -5.01       +5.01    ;T-F     ;2020ApJ...902..145K
214;IC 215                             ;G  ;2090        ;0.0070      ;2097        ;    1;   41.50    Mpc ;  -5.04       +5.04    ;T-F     ;2020ApJ...902..145K
215;UGCA 36                            ;G  ;4383        ;0.014727    ;4415.04     ;    1;   46.13    Mpc ;                       ;        ;2016AJ....152...50T
216;MCG-01-54-016                      ;G  ;2903.4      ;0.009732    ;2917.60     ;    1;   37.67    Mpc ;  -3.56       +3.56    ;T-F     ;2020ApJ...902..145K
217;2MASX J21355399-0308534            ;G  ;2925        ;0.00980     ;2939.0      ;    1;   40.9     Mpc ;                       ;redshift;2011MNRAS.413..813C
218;LEDA 91800                         ;G  ;2543        ;0.008519    ;2553.88     ;    1;   48.53    Mpc ; -10.48      +10.48    ;T-F     ;2020ApJ...902..145K
219;MCG-01-57-021                      ;G  ;2968        ;0.009950    ;2982.84     ;    1;   34.83    Mpc ;  -4.86       +4.86    ;T-F     ;2020ApJ...902..145K
220;NGC 7391                           ;G  ;3030        ;0.010160    ;3045.89     ;    1;   42.007   Mpc ;                       ;        ;2019MNRAS.490..718B
221;MCG+00-58-022                      ;G  ;5000        ;0.016820    ;5042.40     ;    1;   49.43    Mpc ; -10.01      +10.01    ;T-F     ;2020ApJ...902..145K
222;UGC 320                            ;G  ;2373        ;0.007947    ;2382.47     ;    1;   33.11    Mpc ;  -2.53       +2.53    ;T-F     ;2020ApJ...902..145K
223;MCG+00-54-018                      ;G  ;4113        ;0.013815    ;4141.61     ;    1;   47.86    Mpc ; -12.06      +12.06    ;T-F     ;2020ApJ...902..145K
224;UGC 12475                          ;G  ;3130        ;0.010496    ;3146.51     ;    1;   41.88    Mpc ;  -3.02       +3.02    ;T-F     ;2020ApJ...902..145K
225;NGC 7750                           ;G  ;2901        ;0.009724    ;2915.17     ;    1;   27.67    Mpc ;  -2.49       +2.49    ;T-F     ;2020ApJ...902..145K
226;UGC 12881                          ;G  ;3868        ;0.012987    ;3893.28     ;    1;   49.20    Mpc ;  -2.88       +2.88    ;T-F     ;2020ApJ...902..145K
227;MCG+00-02-045                      ;G  ;4509        ;0.015155    ;4543.42     ;    1;   42.07    Mpc ;  -3.03       +3.03    ;T-F     ;2020ApJ...902..145K
228;NGC 1153                           ;G  ;3118        ;0.010454    ;3134.03     ;    1;   41.79    Mpc ;                       ;redshift;2007ApJ...655..790C
229;UGC 2446                           ;G  ;3090        ;0.010361    ;3106.15     ;    1;   41.42    Mpc ;                       ;redshift;2007ApJ...655..790C
230;UGC 12010                          ;G  ;2809        ;0.009414    ;2822.28     ;    1;   29.24    Mpc ;  -1.97       +1.97    ;T-F     ;2020ApJ...902..145K
231;UGC 12366                          ;G  ;3544        ;0.011892    ;3565.20     ;    1;   41.69    Mpc ;                       ;        ;2016AJ....152...50T
232;Z 406-82                           ;G  ;4020        ;0.013500    ;4047.32     ;    1;   40.55    Mpc ;  -5.29       +5.29    ;T-F     ;2020ApJ...902..145K
233;NGC 7604                           ;G  ;3753        ;0.012598    ;3776.79     ;    1;   49.20    Mpc ; -10.41      +10.41    ;T-F     ;2020ApJ...902..145K
234;Z 406-115                          ;G  ;3528        ;0.011838    ;3549.01     ;    1;   50.35    Mpc ;  -6.34       +6.34    ;T-F     ;2020ApJ...902..145K
235;Z 407-60                           ;G  ;3820        ;0.012824    ;3844.65     ;    1;   46.56    Mpc ;  -7.75       +7.75    ;T-F     ;2020ApJ...902..145K
236;NGC 7785                           ;G  ;3822        ;0.012832    ;3846.94     ;    1;   47.2     Mpc ;                       ;        ;2008MNRAS.389.1924F
237;LEDA 91829                         ;G  ;3867        ;0.012983    ;3892.26     ;    1;   45.50    Mpc ;  -5.32       +5.32    ;T-F     ;2020ApJ...902..145K
238;UGC 27                             ;G  ;3113        ;0.010438    ;3129.33     ;    1;   40.36    Mpc ;  -3.27       +3.27    ;T-F     ;2020ApJ...902..145K
239;IC 1564                            ;G  ;5238        ;0.017627    ;5284.57     ;    1;   48.31    Mpc ;  -8.04       +8.04    ;T-F     ;2020ApJ...902..145K
240;Z 414-7                            ;G  ;6218        ;0.020961    ;6283.84     ;    1;   48.75    Mpc ;  -8.34       +8.34    ;T-F     ;2020ApJ...902..145K
241;Z 403-26                           ;G  ;3517        ;0.011801    ;3537.87     ;    1;   44.26    Mpc ;  -5.97       +5.97    ;T-F     ;2020ApJ...902..145K
242;UGC 11966                          ;G  ;4669        ;0.015697    ;4705.93     ;    1;   41.50    Mpc ;  -6.72       +6.72    ;T-F     ;2020ApJ...902..145K
243;NGC 7328                           ;G  ;2826        ;0.009471    ;2839.45     ;    1;   36.14    Mpc ;  -2.28       +2.28    ;T-F     ;2020ApJ...902..145K
244;NGC 7040                           ;G  ;6029        ;0.020317    ;6090.88     ;    1;   40.8     Mpc ;                       ;T-F     ;2014MNRAS.444..527S
245;UGC 12307                          ;G  ;2809        ;0.009414    ;2822.28     ;    1;   40.55    Mpc ;  -2.55       +2.55    ;T-F     ;2020ApJ...902..145K
246;UGC 12361                          ;G  ;2992        ;0.010031    ;3007.08     ;    1;   42.07    Mpc ;  -3.22       +3.22    ;T-F     ;2020ApJ...902..145K
247;Z 431-48                           ;G  ;3927        ;0.013186    ;3953.06     ;    1;   41.30    Mpc ;  -4.28       +4.28    ;T-F     ;2020ApJ...902..145K
248;MCG+02-59-047                      ;G  ;3772        ;0.012662    ;3796.03     ;    1;   41.30    Mpc ;  -2.97       +2.97    ;T-F     ;2020ApJ...902..145K
249;IC 1508                            ;G  ;4261        ;0.014316    ;4291.72     ;    1;   39.99    Mpc ;  -2.34       +2.34    ;T-F     ;2020ApJ...902..145K
250;MCG+02-01-010                      ;G  ;5376        ;0.018096    ;5425.08     ;    1;   44.67    Mpc ;  -3.62       +3.62    ;T-F     ;2020ApJ...902..145K
251;Z 434-16                           ;G  ;5203        ;0.017509    ;5248.94     ;    1;   44.26    Mpc ;  -8.96       +8.96    ;T-F     ;2020ApJ...902..145K
252;UGC 722                            ;G  ;4204        ;0.014123    ;4233.89     ;    1;   49.89    Mpc ;  -4.94       +4.94    ;T-F     ;2020ApJ...902..145K
253;UGC 860                            ;G  ;5799        ;0.019534    ;5856.19     ;    1;   46.77    Mpc ;  -5.68       +5.68    ;T-F     ;2020ApJ...902..145K
254;NGC 658                            ;G  ;2980        ;0.009990    ;2994.96     ;    1;   38.73    Mpc ;  -3.14       +3.14    ;T-F     ;2020ApJ...902..145K
255;UGC 1714                           ;G  ;3596        ;0.012068    ;3617.83     ;    1;   46.56    Mpc ;  -3.77       +3.77    ;T-F     ;2020ApJ...902..145K
256;LEDA 66907                         ;G  ;5420        ;0.018246    ;5469.89     ;    1;   48.53    Mpc ;                       ;        ;2016AJ....152...50T
257;UGC 12308                          ;G  ;2221        ;0.007436    ;2229.29     ;    1;   32.66    Mpc ;  -2.06       +2.06    ;T-F     ;2020ApJ...902..145K
258;UGC 12640                          ;G  ;4015        ;0.013483    ;4042.25     ;    1;   40.36    Mpc ;  -2.72       +2.72    ;T-F     ;2020ApJ...902..145K
259;UGC 12653                          ;G  ;4031        ;0.013538    ;4058.47     ;    1;   43.05    Mpc ;  -2.71       +2.71    ;T-F     ;2020ApJ...902..145K
260;Z 455-10                           ;G  ;5171        ;0.017400    ;5216.38     ;    1;   48.98    Mpc ;  -4.41       +4.41    ;T-F     ;2020ApJ...902..145K
261;LEDA 86518                         ;G  ;4057        ;0.013626    ;4084.83     ;    1;   53.70    Mpc ;  -5.07       +5.07    ;T-F     ;2020ApJ...902..145K
262;UGC 148                            ;G  ;4126        ;0.01386     ;4155.1      ;    1;   42.46    Mpc ;  -2.48       +2.48    ;T-F     ;2020ApJ...902..145K
263;LEDA 1460544                       ;G  ;2638        ;0.008838    ;2649.71     ;    1;   40.59    Mpc ;  -2.50       +2.50    ;redshift;2015ApJ...809..146B
264;UGC 1314                           ;G  ;3273        ;0.010978    ;3291.06     ;    1;   43.65    Mpc ;  -3.34       +3.34    ;T-F     ;2020ApJ...902..145K
265;UGC 1211                           ;G  ;2404        ;0.008051    ;2413.72     ;    1;   41.69    Mpc ;  -4.69       +4.69    ;T-F     ;2020ApJ...902..145K
266;UGC 1468                           ;G  ;4537        ;0.01525     ;4571.8      ;    1;   54.20    Mpc ;  -5.37       +5.37    ;T-F     ;2020ApJ...902..145K
267;UGC 11660                          ;G  ;4811        ;0.016179    ;4850.23     ;    1;   46.13    Mpc ;  -8.51       +8.51    ;T-F     ;2020ApJ...902..145K
268;NGC 7290                           ;G  ;2899        ;0.009717    ;2913.15     ;    1;   45.29    Mpc ;  -4.28       +4.28    ;T-F     ;2020ApJ...902..145K
269;UGC 12495                          ;G  ;2618        ;0.008771    ;2629.53     ;    1;   48.08    Mpc ;  -4.76       +4.76    ;T-F     ;2020ApJ...902..145K
270;Z 455-44                           ;G  ;4121        ;0.013842    ;4149.72     ;    1;   46.13    Mpc ;  -3.53       +3.53    ;T-F     ;2020ApJ...902..145K
271;UGC 12828                          ;G  ;4351        ;0.014620    ;4383.04     ;    1;   46.99    Mpc ;  -3.17       +3.17    ;T-F     ;2020ApJ...902..145K
272;UGC 903                            ;G  ;2518        ;0.008435    ;2528.66     ;    1;   38.90    Mpc ;  -2.10       +2.10    ;T-F     ;2020ApJ...902..145K
273;IC 1711                            ;G  ;2798        ;0.009377    ;2811.18     ;    1;   36.14    Mpc ;  -1.95       +1.95    ;T-F     ;2020ApJ...902..145K
274;UGC 1374                           ;G  ;5111        ;0.017196    ;5155.32     ;    1;   46.34    Mpc ;                       ;        ;2016AJ....152...50T
275;UGC 1630                           ;G  ;4434        ;0.014901    ;4467.28     ;    1;   43.45    Mpc ;  -2.93       +2.93    ;T-F     ;2020ApJ...902..145K
276;UGC 1761                           ;G  ;3974        ;0.01335     ;4001.0      ;    1;   46.13    Mpc ;  -8.93       +8.93    ;T-F     ;2020ApJ...902..145K
277;UGC 12692                          ;G  ;2178        ;0.00729     ;2186.0      ;    1;   35.65    Mpc ;  -2.25       +2.25    ;T-F     ;2020ApJ...902..145K
278;UGC 12787                          ;G  ;6737        ;0.022730    ;6814.43     ;    1;   46.13    Mpc ;  -2.91       +2.91    ;T-F     ;2020ApJ...902..145K
279;UGC 12762                          ;G  ;5357        ;0.018032    ;5405.73     ;    1;   62.52    Mpc ;  -6.47       +6.47    ;T-F     ;2020ApJ...902..145K
280;Z 461-57                           ;G  ;4299        ;0.014444    ;4330.27     ;    1;   35.16    Mpc ;  -5.06       +5.06    ;T-F     ;2020ApJ...902..145K
281;LEDA 90609                         ;G  ;4154        ;0.013954    ;4183.18     ;    1;   49.43    Mpc ;  -3.78       +3.78    ;T-F     ;2020ApJ...902..145K
282;UGC 11924                          ;G  ;3802        ;0.012764    ;3826.42     ;    1;   49.43    Mpc ;  -5.34       +5.34    ;T-F     ;2020ApJ...902..145K
283;LEDA 85483                         ;G  ;4968        ;0.016711    ;5009.85     ;    1;   42.27    Mpc ;  -6.66       +6.66    ;T-F     ;2020ApJ...902..145K
284;UGC 24                             ;G  ;4446        ;0.014942    ;4479.46     ;    1;   56.23    Mpc ;  -6.07       +6.07    ;T-F     ;2020ApJ...902..145K
285;LEDA 4                             ;G  ;4463        ;0.014999    ;4496.72     ;    1;   45.50    Mpc ;  -3.48       +3.48    ;T-F     ;2020ApJ...902..145K
286;UGC 1287                           ;G  ;2957        ;0.009913    ;2971.73     ;    1;   45.92    Mpc ;  -5.99       +5.99    ;T-F     ;2020ApJ...902..145K
287;UGC 12123                          ;G  ;4083        ;0.013713    ;4111.19     ;    1;   46.13    Mpc ;  -5.19       +5.19    ;T-F     ;2020ApJ...902..145K
288;Z 476-67                           ;G  ;3718        ;0.012480    ;3741.34     ;    1;   40.55    Mpc ;  -6.57       +6.57    ;T-F     ;2020ApJ...902..145K
289;UGC 12873                          ;G  ;3250        ;0.010900    ;3267.81     ;    1;   46.0     Mpc ;                       ;        ;2008AJ....135..588S
290;UGC 69                             ;G  ;4637        ;0.015589    ;4673.42     ;    1;   39.08    Mpc ;  -4.40       +4.40    ;T-F     ;2020ApJ...902..145K
291;MCG+04-01-023                      ;G  ;3182        ;0.010671    ;3199.07     ;    1;   44.8     Mpc ;                       ;        ;2008AJ....135..588S
292;UGC 1244                           ;G  ;3122        ;0.010469    ;3138.43     ;    1;   44.26    Mpc ;  -3.19       +3.19    ;T-F     ;2020ApJ...902..145K
293;UGC 2032                           ;G  ;4332        ;0.014556    ;4363.76     ;    1;   43.45    Mpc ;  -3.32       +3.32    ;T-F     ;2020ApJ...902..145K
294;UGC 12430                          ;G  ;3674        ;0.012331    ;3696.79     ;    1;   35.97    Mpc ;  -2.27       +2.27    ;T-F     ;2020ApJ...902..145K
295;UGC 12644                          ;G  ;5495        ;0.018500    ;5546.30     ;    1;   70.47    Mpc ; -25.05      +25.05    ;T-F     ;2020ApJ...902..145K
296;LEDA 3089114                       ;G  ;4507        ;0.0151      ;4541        ;    1;   49.66    Mpc ;  -5.81       +5.81    ;T-F     ;2020ApJ...902..145K
297;UGC 310                            ;G  ;4657        ;0.015657    ;4693.74     ;    1;   45.92    Mpc ;  -4.34       +4.34    ;T-F     ;2020ApJ...902..145K
298;Z 501-24                           ;G  ;4975        ;0.016735    ;5016.97     ;    1;   42.27    Mpc ;  -4.95       +4.95    ;T-F     ;2020ApJ...902..145K
299;LEDA 138333                        ;G  ;3617        ;0.012139    ;3639.09     ;    1;   49.5     Mpc ;                       ;        ;2008AJ....135..588S
300;Z 502-54                           ;G  ;4198        ;0.014102    ;4227.81     ;    1;   41.69    Mpc ;  -2.81       +2.81    ;T-F     ;2020ApJ...902..145K
301;LEDA 90562                         ;G  ;4037        ;0.013558    ;4064.55     ;    1;   44.67    Mpc ;  -3.02       +3.02    ;T-F     ;2020ApJ...902..145K
302;Z 482-36                           ;G  ;5269        ;0.017733    ;5316.13     ;    1;   46.99    Mpc ;  -3.38       +3.38    ;T-F     ;2020ApJ...902..145K
303;UGC 2079                           ;G  ;5646        ;0.019014    ;5700.18     ;    1;   63.39    Mpc ;  -6.56       +6.56    ;T-F     ;2020ApJ...902..145K
304;UGC 11838                          ;G  ;3477        ;0.011666    ;3497.40     ;    1;   43.85    Mpc ;  -2.57       +2.57    ;T-F     ;2020ApJ...902..145K
305;LEDA 1900773                       ;G  ;3693        ;0.012395    ;3716.03     ;    1;   45.92    Mpc ;  -2.89       +2.89    ;T-F     ;2020ApJ...902..145K
306;UGC 12864                          ;G  ;4673.3      ;0.015712    ;4710.30     ;    1;   53.46    Mpc ;  -4.81       +4.81    ;T-F     ;2020ApJ...902..145K
307;UGC 30                             ;G  ;4766        ;0.016026    ;4804.49     ;    1;   44.26    Mpc ;  -2.79       +2.79    ;T-F     ;2020ApJ...902..145K
308;LEDA 1774                          ;G  ;2893        ;0.009697    ;2907.09     ;    1;   40.18    Mpc ;  -6.51       +6.51    ;T-F     ;2020ApJ...902..145K
309;Z 500-40                           ;G  ;6167        ;0.0208      ;6232        ;    1;   49.89    Mpc ;  -3.37       +3.37    ;T-F     ;2020ApJ...902..145K
310;Z 500-50                           ;G  ;4866        ;0.016365    ;4906.14     ;    1;   48.75    Mpc ;  -9.43       +9.43    ;T-F     ;2020ApJ...902..145K
311;UGC 1033                           ;G  ;4039        ;0.013565    ;4066.58     ;    1;   48.53    Mpc ;  -2.62       +2.62    ;T-F     ;2020ApJ...902..145K
312;Z 501-51                           ;G  ;5269        ;0.017733    ;5316.13     ;    1;   48.31    Mpc ;  -6.30       +6.30    ;T-F     ;2020ApJ...902..145K
313;NGC 769                            ;G  ;4417        ;0.014844    ;4450.02     ;    1;   54.70    Mpc ;  -5.66       +5.66    ;T-F     ;2020ApJ...902..145K
314;UGC 1576                           ;G  ;5231        ;0.017604    ;5277.44     ;    1;   45.08    Mpc ;  -3.45       +3.45    ;T-F     ;2020ApJ...902..145K
315;LEDA 90587                         ;G  ;3879        ;0.013024    ;3904.42     ;    1;   48.75    Mpc ;  -3.51       +3.51    ;T-F     ;2020ApJ...902..145K
316;2MFGC 17247                        ;G  ;5061        ;0.017027    ;5104.45     ;    1;   49.66    Mpc ;  -6.70       +6.70    ;T-F     ;2020ApJ...902..145K
317;MCG+06-05-023                      ;G  ;4971        ;0.016721    ;5012.91     ;    1;   48.08    Mpc ;  -9.74       +9.74    ;T-F     ;2020ApJ...902..145K
318;2MFGC 1463                         ;G  ;4406        ;0.014806    ;4438.86     ;    1;   44.87    Mpc ;  -3.23       +3.23    ;T-F     ;2020ApJ...902..145K
319;UGC 1581                           ;G  ;4415        ;0.014837    ;4447.99     ;    1;   46.34    Mpc ;  -2.29       +2.29    ;T-F     ;2020ApJ...902..145K
320;UGC 2159                           ;G  ;5194        ;0.017478    ;5239.78     ;    1;   36.48    Mpc ;  -2.63       +2.63    ;T-F     ;2020ApJ...902..145K
321;UGC 1361                           ;G  ;4684        ;0.015748    ;4721.17     ;    1;   45.08    Mpc ; -10.55      +10.55    ;T-F     ;2020ApJ...902..145K
322;UGC 2182                           ;G  ;5257        ;0.017692    ;5303.91     ;    1;   43.25    Mpc ;  -3.31       +3.31    ;T-F     ;2020ApJ...902..145K
323;Z 505-57                           ;G  ;3642        ;0.012223    ;3664.39     ;    1;   42.66    Mpc ;                       ;        ;2016AJ....152...50T
324;UGC 11925                          ;G  ;4551        ;0.015297    ;4586.07     ;    1;   44.06    Mpc ;  -6.74       +6.74    ;T-F     ;2020ApJ...902..145K
325;MCG+07-46-009                      ;G  ;4620        ;0.0155      ;4656        ;    1;   48.31    Mpc ;  -6.74       +6.74    ;T-F     ;2020ApJ...902..145K
326;NGC 573                            ;G  ;2775        ;0.009300    ;2788.07     ;    1;   41.6     Mpc ;                       ;redshift;2011MNRAS.413..813C
327;UGC 2143                           ;G  ;2771        ;0.009286    ;2783.93     ;    1;   40.6     Mpc ;                       ;redshift;2011MNRAS.413..813C
328;UGC 4725                           ;G  ;1998        ;0.006687    ;2004.70     ;    1;   34.04    Mpc ;  -2.91       +2.91    ;T-F     ;2020ApJ...902..145K
329;UGC 4809                           ;G  ;3016        ;0.01011     ;3030.9      ;    1;   40.93    Mpc ;  -3.68       +3.68    ;T-F     ;2020ApJ...902..145K
330;ESO 564-26                         ;G  ;2788        ;0.009343    ;2801.09     ;    1;   51.76    Mpc ;  -8.62       +8.62    ;T-F     ;2020ApJ...902..145K
331;ESO 497-1                          ;G  ;1906.2      ;0.006379    ;1912.30     ;    1;   46.34    Mpc ;  -9.59       +9.59    ;T-F     ;2020ApJ...902..145K
332;Z 91-68                            ;G  ;4304        ;0.01446     ;4335.0      ;    1;   42.07    Mpc ;  -3.41       +3.41    ;T-F     ;2020ApJ...902..145K
333;UGC 4857                           ;G  ;3768        ;0.01265     ;3792.4      ;    1;   52.00    Mpc ;  -3.98       +3.98    ;T-F     ;2020ApJ...902..145K
334;ESO 372-9                          ;G  ;2406.1      ;0.008058    ;2415.83     ;    1;   41.30    Mpc ;  -5.58       +5.58    ;T-F     ;2020ApJ...902..145K
335;UGC 5070                           ;G  ;4277        ;0.01437     ;4308.0      ;    1;   45.71    Mpc ;  -2.88       +2.88    ;T-F     ;2020ApJ...902..145K
336;Mrk 400                            ;G  ;2528        ;0.008468    ;2538.75     ;    1;   40.93    Mpc ;  -4.79       +4.79    ;T-F     ;2020ApJ...902..145K
337;NGC 2921                           ;G  ;2953.7      ;0.009902    ;2968.40     ;    1;   46.56    Mpc ;  -4.82       +4.82    ;T-F     ;2020ApJ...902..145K
338;LEDA 92270                         ;G  ;2498        ;0.008367    ;2508.49     ;    1;   45.92    Mpc ; -10.33      +10.33    ;T-F     ;2020ApJ...902..145K
339;ESO 373-12                         ;G  ;2654.5      ;0.008894    ;2666.36     ;    1;   41.11    Mpc ;  -7.40       +7.40    ;T-F     ;2020ApJ...902..145K
340;ESO 373-21                         ;G  ;2633.1      ;0.008822    ;2644.77     ;    1;   38.37    Mpc ;  -3.11       +3.11    ;T-F     ;2020ApJ...902..145K
341;Z 63-73                            ;G  ;3623        ;0.01216     ;3645.5      ;    1;   40.74    Mpc ;                       ;        ;2016AJ....152...50T
342;Z 63-87                            ;G  ;2883        ;0.009663    ;2897.00     ;    1;   38.19    Mpc ;  -3.61       +3.61    ;T-F     ;2020ApJ...902..145K
343;LEDA 1384653                       ;G  ;3140        ;0.01053     ;3156.8      ;    1;   46.98    Mpc ;  -2.29       +2.29    ;redshift;2015ApJ...809..146B
344;UGC 5224                           ;G  ;1931        ;0.006462    ;1937.26     ;    1;   40.18    Mpc ;  -5.06       +5.06    ;T-F     ;2020ApJ...902..145K
345;MCG-02-25-023                      ;G  ;2526        ;0.008462    ;2536.73     ;    1;   38.90    Mpc ;  -5.95       +5.95    ;T-F     ;2020ApJ...902..145K
