#,identifier,radvel,redshift,cz,distance Q unit
544,ESO 452-8                          ,4831.0,0.016246,4870.56,54.95
545,ESO 528-11                         ,6078.0,0.020484,6140.88,55.46
546,ESO 517-11                         ,4110.0,0.013805,4138.56,57.02
548,ESO 581-23                         ,3420.0,0.011474,3439.73,51.52
549,ESO 586-2                          ,6544.4,0.022073,6617.42,50.58
551,NGC 5891                           ,3089.0,0.010357,3105.08,51.29
553,6dFGS gJ204006.1-042007            ,4004.0,0.013446,4031.1,57.28
554,MCG+00-52-017                      ,5593.0,0.0188,5646.0,57.81
555,LEDA 91520                         ,5333.0,0.01795,5381.29,55.72
556,MCG+00-51-012                      ,5470.0,0.018415,5520.83,58.61
557,NGC 6964                           ,3768.0,0.01265,3792.4,55.0
558,UGC 10027                          ,3300.0,0.011069,3318.36,51.76
559,2MASX J19392920+0620543            ,5836.0,0.01966,5893.93,58.34
560,Z 397-5                            ,3185.0,0.010681,3202.1,53.46
562,2MASX J20072152+0626440            ,5666.0,0.019082,5720.57,55.21
563,UGC 10042                          ,4222.0,0.014184,4252.15,57.02
564,UGC 11549                          ,4984.0,0.016765,5026.13,53.95
565,LEDA 1346814                       ,4038.0,0.01356,4065.2,56.34
566,Z 80-42                            ,5100.0,0.01716,5144.4,57.02
568,UGC 11552                          ,4527.0,0.015216,4561.7,56.23
569,UGC 9900                           ,4085.0,0.01372,4113.2,57.01
572,2MASX J19502869+1822386            ,3970.0,0.013331,3996.64,59.43
573,UGC 10220                          ,3324.0,0.01115,3342.7,59.43
574,UGC 10327                          ,4263.0,0.014322,4293.75,55.21
575,UGC 11243                          ,4335.0,0.014566,4366.8,52.97
576,UGC 11323                          ,4110.0,0.013805,4138.56,55.72
577,UGC 11582                          ,3708.0,0.012446,3731.22,54.95
579,UGC 11371                          ,3750.0,0.012588,3773.75,57.54
580,UGC 11162                          ,4618.0,0.015524,4654.12,53.7
581,UGC 11254                          ,4987.0,0.016776,5029.18,56.49
582,LEDA 1867944                       ,4340.0,0.014583,4371.87,51.52
583,UGC 11426                          ,4453.0,0.014966,4486.57,50.82
585,UGC 11140                          ,2817.0,0.009441,2830.36,51.52
586,UGC 11433                          ,4437.0,0.014911,4470.33,53.7
587,2MASX J20493965+2936291            ,4771.0,0.016043,4809.58,59.7
588,NGC 1930                           ,4220.0,0.014176,4249.86,56.75
589,ESO 302-27                         ,4445.1,0.014939,4478.55,52.24
590,ESO 314-5                          ,5007.8,0.016846,5050.33,57.81
591,NGC 1680                           ,4253.0,0.014289,4283.6,53.46
592,NGC 2007                           ,4553.6,0.015306,4588.71,58.88
593,ESO 208-31                         ,3126.0,0.010481,3142.12,53.95
594,ESO 159-3                          ,3877.0,0.013016,3902.1,58.08
595,ESO 120-16                         ,3687.0,0.012375,3709.93,52.24
596,ESO 120-1                          ,5295.0,0.017822,5342.9,58.34
597,ESO 298-8                          ,5368.3,0.01807,5417.24,58.61
598,NGC 3482                           ,2910.7,0.009757,2924.97,59.98
599,2MASX J09383413-6358225            ,4523.0,0.015203,4557.64,59.98
600,ESO 90-9                           ,3298.0,0.011062,3316.34,56.23
602,ESO 265-9                          ,6302.0,0.021248,6369.99,54.7
603,ESO 215-8                          ,4720.0,0.01587,4758.0,59.16
604,ESO 61-13                          ,4659.0,0.015664,4695.95,56.75
605,IC 2160                            ,4755.2,0.015989,4793.52,59.43
606,ESO 36-19                          ,4655.3,0.015651,4692.01,51.29
607,ESO 15-18                          ,4863.0,0.016355,4903.11,51.29
608,ESO 266-8                          ,3195.0,0.010715,3212.21,55.21
611,ESO 19-6                           ,3022.7,0.010134,3038.09,54.2
612,ESO 7-2                            ,4535.0,0.015244,4570.04,52.0
613,ESO 8-1                            ,4477.0,0.015047,4510.93,50.12
616,ESO 267-43                         ,4862.0,0.016352,4902.07,57.02
617,ESO 11-5                           ,2974.3,0.009971,2989.2,50.58
618,2MASX J18175964-8321414            ,5017.0,0.01688,5060.0,56.23
619,ESO 48-2                           ,3927.2,0.013187,3953.26,57.5
620,ESO 268-22                         ,4963.0,0.01669,5005.0,52.0
621,ESO 42-8                           ,5123.0,0.01724,5168.0,59.7
622,IC 4484                            ,4469.7,0.015022,4503.52,51.52
624,IC 5220                            ,4845.0,0.016294,4884.79,55.46
625,IC 4541                            ,4604.0,0.015477,4639.9,58.88
626,ESO 146-6                          ,4590.8,0.015432,4626.49,53.95
627,ESO 238-26                         ,5428.0,0.018273,5478.11,55.46
628,FRL 165                            ,4168.0,0.014,4197.09,59.43
630,NGC 6492                           ,4334.0,0.014563,4365.79,58.88
632,LEDA 59108                         ,4459.0,0.014987,4492.99,58.34
633,NGC 7118                           ,5086.0,0.017112,5130.05,56.75
634,ESO 139-16                         ,5331.0,0.017942,5378.88,55.72
635,ESO 140-21                         ,4643.0,0.015609,4679.52,58.88
636,6dFGS gJ182734.0-610048            ,5928.0,0.01997,5988.0,59.7
638,IC 4919                            ,4266.6,0.014335,4297.4,52.0
639,IC 4950                            ,4315.0,0.014497,4346.09,56.23
640,ESO 186-75                         ,4358.0,0.014644,4390.14,54.7
641,ESO 236-18                         ,6977.0,0.02355,7060.11,57.28
643,ESO 234-53                         ,6197.0,0.020888,6262.06,50.58
644,ESO 182-17                         ,4624.0,0.015544,4659.97,51.76
645,ESO 231-6                          ,4780.0,0.016074,4818.72,58.88
646,ESO 232-11                         ,5128.0,0.017255,5172.92,52.24
647,ESO 386-7                          ,4309.0,0.0145,4340.0,54.7
648,ESO 328-19                         ,4624.0,0.01554,4660.0,56.23
649,ESO 231-29                         ,4880.0,0.016413,4920.37,54.7
650,ESO 386-46                         ,2970.0,0.009956,2984.86,52.97
651,ESO 387-5                          ,7283.0,0.0246,7374.0,58.08
652,ESO 329-7                          ,4654.0,0.015646,4690.69,50.35
653,IC 4808                            ,5084.3,0.017106,5128.15,57.81
654,SINGG HIPASS J0209-10              ,3907.2,0.013119,3933.0,54.3
655,IC 694                             ,3931.0,0.0132,3957.0,52.6
656,SDSS J085759.72-002436.6           ,3324.0,0.01115,3342.7,51.38
657,LEDA 1272741                       ,5774.0,0.01945,5831.0,53.21
658,Mrk 1233                           ,4895.0,0.016463,4935.62,58.88
659,2MASX J16062119-6743237            ,4708.0,0.01583,4746.0,55.21
661,LEDA 1802210                       ,3704.0,0.012432,3727.17,52.97
662,AGC 112516                         ,3820.0,0.012824,3844.65,52.1
663,LEDA 5057058                       ,2512.0,0.008415,2522.61,58.08
664,2MFGC 3182                         ,3830.0,0.01286,3855.0,55.46
665,2MFGC 5184                         ,2930.9,0.009825,2945.37,53.7
666,LEDA 3460719                       ,5335.0,0.017957,5383.33,50.58
667,2MFGC 15594                        ,3406.0,0.0114,3426.0,59.43
668,SDSS J004751.85-111029.6           ,3967.0,0.01332,3993.2,56.72
669,LEDA 1001181                       ,3916.0,0.01315,3942.3,55.77
670,LEDA 4126669                       ,5398.0,0.018171,5447.48,53.7
671,UGC 5299                           ,2926.0,0.009808,2940.42,57.28
673,2MASX J06460300-7329579            ,4820.0,0.01621,4859.0,53.95
674,MCG-02-22-005                      ,4603.0,0.015474,4638.89,57.54
675,2MASX J08574836-1909193            ,4523.0,0.0152,4558.0,53.21
676,2MASX J09232130-7135368            ,4956.0,0.01667,4998.0,55.21
677,2MASX J09590546-1340088            ,4139.0,0.0139,4168.0,55.72
678,2MASX J10184420-3641149            ,4422.0,0.01486,4455.0,52.48
679,2MASX J11174323-0354409            ,5078.0,0.01709,5122.0,54.7
681,ESO 443-10                         ,3147.0,0.010553,3163.69,54.7
682,ESO 602-11                         ,4919.0,0.016545,4960.03,59.7
683,LEDA 5060154                       ,3795.0,0.01274,3819.4,59.7
684,SDSS J114444.05+150140.0           ,3356.0,0.011258,3375.0,50.4
685,SDSS J114750.73+134215.2           ,3456.0,0.011595,3476.15,51.9
686,LEDA 1415034                       ,4011.0,0.01347,4038.2,58.9
687,SDSS J121019.56+131844.8           ,4032.0,0.013541,4059.48,59.9
689,SDSS J130905.44+134819.1           ,3344.0,0.011217,3362.86,50.2
690,SDSS J131011.68+135116.1           ,3349.0,0.011234,3367.92,50.2
691,SDSS J131125.69+153149.9           ,3474.0,0.011656,3494.36,52.1
692,SDSS J131229.93+151915.7           ,3470.0,0.011642,3490.32,52.0
693,SDSS J131343.75+124616.8           ,3381.0,0.011342,3400.28,50.6
694,LEDA 4720565                       ,1249.0,0.004175,1251.61,51.52
695,LEDA 5057374                       ,4367.0,0.014674,4399.27,59.98
696,AGC 321217                         ,3572.0,0.011987,3593.54,53.4
697,LEDA 5057376                       ,3584.0,0.012027,3605.68,53.5
698,LEDA 1762904                       ,3564.0,0.01196,3585.44,51.5
699,ALFALFA 2-379                      ,3636.0,0.012204,3658.8,52.6
700,AGC 332945                         ,3687.0,0.012375,3709.95,52.8
701,LEDA 4001338                       ,3997.0,0.013423,4024.0,58.4
702,SDSS J114606.17+105216.2           ,3935.0,0.013213,3961.17,56.98
703,SDSS J131526.49+113508.0           ,4078.0,0.013697,4106.12,58.72
704,LEDA 1369352                       ,6904.0,0.0233,6985.2,52.97
705,LEDA 5059258                       ,1188.0,0.003971,1190.36,58.34
706,LEDA 1707532                       ,5761.0,0.019405,5817.43,52.48
707,LEDA 213590                        ,3490.0,0.01171,3510.6,53.17
708,LEDA 213593                        ,3614.0,0.01213,3636.5,53.01
709,LEDA 1506952                       ,4864.0,0.01636,4904.6,50.58
710,LEDA 4398929                       ,7094.0,0.02395,7179.95,51.05
711,LEDA 4214276                       ,3831.0,0.01286,3855.3,53.7
712,SDSS J100210.38+113836.4           ,3446.0,0.01156,3465.6,52.84
713,LEDA 1312883                       ,3490.0,0.01171,3510.6,52.81
714,LEDA 1373744                       ,3308.0,0.011096,3326.45,50.69
715,[KSW2012] 18                       ,3606.0,0.0121,3627.0,54.5
716,LEDA 1263785                       ,1619.0,0.005415,1623.4,58.34
717,LEDA 1831799                       ,2227.0,0.007456,2235.33,55.98
718,LEDA 1960313                       ,6351.0,0.021414,6419.72,56.49
719,LEDA 5057704                       ,5088.0,0.017118,5131.92,54.2
720,LEDA 5057566                       ,4696.0,0.015789,4733.36,57.54
721,LEDA 5057721                       ,4776.0,0.01606,4814.66,53.21
722,LEDA 5058839                       ,5700.0,0.019197,5755.23,59.98
723,LEDA 5060072                       ,2983.0,0.01,2997.99,50.58
724,LEDA 5060073                       ,4945.0,0.016633,4986.46,59.7
725,LEDA 1307308                       ,3690.0,0.012385,3712.99,59.16
726,LEDA 3996292                       ,4132.0,0.01388,4161.1,58.61
728,SDSS J083325.98+265113.9           ,3531.0,0.01185,3552.5,55.03
729,LEDA 3996672                       ,3943.0,0.01324,3969.3,58.87
730,LEDA 1279114                       ,4100.0,0.01377,4128.1,59.68
731,LEDA 5059687                       ,2954.0,0.009903,2968.7,58.61
732,LEDA 5060108                       ,3798.0,0.01275,3822.4,57.11
733,LEDA 1451773                       ,3828.0,0.01285,3852.3,56.34
735,LEDA 4534523                       ,2831.0,0.009488,2844.49,57.54
736,LEDA 1442306                       ,6491.0,0.02189,6562.5,57.81
737,SDSS J104810.64+260949.7           ,3688.0,0.01238,3711.4,57.09
738,SDSS J105331.17+072742.7           ,3357.0,0.01126,3375.7,50.74
740,LEDA 97234                         ,4442.0,0.01493,4475.9,58.88
741,LEDA 1356918                       ,4038.0,0.01356,4065.2,56.53
743,SDSS J154246.09+120337.3           ,4268.0,0.01434,4299.0,59.76
744,LEDA 4474867                       ,2151.0,0.007201,2158.77,54.45
745,LEDA 5060393                       ,3288.0,0.01103,3306.7,55.72
746,SDSS J162832.63+244317.4           ,4138.0,0.0139,4167.1,57.08
747,LEDA 1481074                       ,8512.0,0.028808,8636.35,58.08
748,LEDA 5057558                       ,3072.0,0.0103,3087.9,54.2
749,LEDA 5059496                       ,3673.0,0.012328,3695.78,58.08
750,LEDA 1468497                       ,4971.0,0.01672,5012.5,55.21
751,LEDA 1580851                       ,2246.0,0.00752,2254.48,58.88
752,LEDA 3800752                       ,2650.0,0.008879,2661.82,57.02
753,LEDA 1648997                       ,2853.0,0.009562,2866.71,55.46
754,LEDA 1224445                       ,2995.0,0.010041,3010.11,58.08
755,LEDA 1575844                       ,5270.0,0.017736,5317.15,56.23
756,LEDA 1579866                       ,5301.0,0.017841,5348.71,59.7
757,LEDA 1393760                       ,3526.0,0.01183,3546.5,53.21
758,LEDA 1510328                       ,5736.0,0.01932,5792.0,58.88
759,PB 2905                            ,3537.0,0.01187,3558.5,54.32
760,LEDA 1666736                       ,3422.0,0.01148,3441.6,51.65
761,LEDA 1946629                       ,3322.0,0.011143,3340.61,56.75
762,LEDA 2289245                       ,3623.0,0.01216,3645.5,51.36
763,SDSS J111721.15+155714.6           ,3807.0,0.01278,3831.3,58.2
764,LEDA 1553095                       ,6845.0,0.0231,6925.2,55.46
765,LEDA 1673363                       ,5389.0,0.01814,5438.32,54.2
766,LEDA 1566044                       ,8671.0,0.029354,8800.11,54.95
767,LEDA 1547513                       ,3137.0,0.010519,3153.59,51.29
768,LEDA 1395674                       ,2183.0,0.007308,2191.01,50.58
769,SDSS J001343.98+002218.2           ,3961.0,0.0133,3987.2,56.5
770,SDSS J091714.93+040801.2           ,3629.0,0.01218,3651.5,55.39
771,SDSS J095536.46+032527.2           ,3617.0,0.01214,3639.5,55.83
772,SDSS J164340.78+223238.9           ,4236.0,0.01423,4266.0,57.88
773,SDSS J145819.32+090432.6           ,4046.0,0.01359,4074.2,57.09
774,SDSS J084428.53+092053.6           ,3875.0,0.01301,3900.3,57.93
775,SDSS J140236.44+095628.6           ,3656.0,0.01227,3678.5,55.21
776,SDSS J084442.62+221126.7           ,3680.0,0.01235,3702.4,56.65
777,SDSS J163743.28+173008.4           ,3907.0,0.01312,3933.3,53.58
778,SDSS J094324.06+215451.3           ,3736.0,0.01254,3759.4,58.2
779,SDSS J112917.97+164834.8           ,3537.0,0.01187,3558.5,54.43
780,SDSS J113042.32+211804.6           ,7261.0,0.02452,7350.9,59.39
781,SDSS J101002.07+170034.4           ,3632.0,0.01219,3654.5,54.06
782,SDSS J121524.30+201812.3           ,3718.0,0.01248,3741.4,58.26
783,SDSS J143621.43+151500.0           ,3620.0,0.01215,3642.5,51.62
784,SDSS J153810.89+140137.9           ,3762.0,0.01263,3786.4,52.84
785,SDSS J154926.49+053416.3           ,3718.0,0.01248,3741.4,51.73
786,LEDA 4010135                       ,3573.0,0.01199,3594.55,56.75
787,LEDA 4019692                       ,3697.0,0.01241,3720.4,56.49
788,LEDA 5808692                       ,2686.0,0.009,2698.14,54.7
789,ZOA J04580863+4505258              ,3522.0,0.0118,3543.0,51.0
790,ZOA J04492763+4432537              ,3684.0,0.012365,3707.0,53.0
791,ZOA J04493592+4452521              ,3959.0,0.013293,3985.0,57.0
792,ZOA J04590631+4623589              ,3658.0,0.012278,3681.0,53.0
793,LEDA 3641063                       ,4076.0,0.01369,4104.09,57.28
794,LEDA 3645638                       ,6469.0,0.021816,6540.33,50.58
795,LEDA 5807477                       ,10056.0,0.034125,10230.46,53.21
796,LEDA 5807648                       ,3929.0,0.013193,3955.09,55.72
797,LEDA 5807680                       ,3487.0,0.0117,3507.52,57.28
798,LEDA 5807330                       ,1984.0,0.00664,1990.61,52.24
799,LEDA 5807363                       ,4864.0,0.016358,4904.11,59.7
800,LEDA 5808685                       ,2780.0,0.009316,2793.01,56.75
801,LEDA 5807388                       ,6245.0,0.021053,6311.42,59.98
