#,identifier,radvel,redshift,cz,distance Q unit
574,AGC 226056                         ,1990.0,0.00666,1996.65,31.8
575,AGC 226055                         ,2200.0,0.007366,2208.13,34.5
576,AGC 226054                         ,2111.0,0.007067,2118.48,33.3
577,AGC 227927                         ,2629.0,0.008808,2640.63,38.87
579,HIPASS J0221-05                    ,2294.1,0.007682,2302.95,31.9
580,HIPASS J2202-20                    ,2608.3,0.008739,2619.75,38.6
582,MCG+00-30-011                      ,1609.0,0.005382,1613.34,34.36
584,ESO 496-3                          ,2384.0,0.00799,2394.0,37.33
586,2MASX J13390624-2017235            ,9506.0,0.032228,9661.61,31.48
587,MCG-03-56-006                      ,2760.0,0.009249,2772.82,36.64
588,ESO 434-10                         ,2543.0,0.008519,2553.88,36.31
589,MCG-01-37-003                      ,2735.1,0.009165,2747.69,33.57
590,IC 2095                            ,2833.8,0.009498,2847.32,31.05
591,ESO 508-39                         ,2075.0,0.006946,2082.23,32.81
592,ESO 384-5                          ,1639.3,0.005483,1643.81,34.36
593,ESO 385-31                         ,3113.0,0.010438,3129.33,36.98
594,6dFGS gJ150223.6-173843            ,3090.4,0.010362,3106.49,35.65
595,ESO 139-46                         ,2810.7,0.00942,2824.0,30.62
597,LEDA 983046                        ,2292.0,0.007675,2300.83,30.51
598,LEDA 4001653                       ,2761.0,0.009253,2773.83,33.88
599,SDSS J120820.68+123003.9           ,2320.0,0.007769,2329.05,36.0
600,SDSS J121444.59+124722.7           ,2279.0,0.007631,2287.73,35.5
601,AGC 226061                         ,2164.0,0.007245,2171.87,34.0
602,AGC 226080                         ,2246.0,0.00752,2254.48,35.1
603,SDSS J130022.12+125525.2           ,1920.0,0.006425,1926.19,31.0
604,LEDA 5057356                       ,3680.0,0.012351,3702.87,32.51
605,ALFALFA 2-437                      ,2738.0,0.0092,2751.0,39.3
606,LEDA 1374673                       ,2547.0,0.008532,2557.91,38.55
607,LEDA 1397674                       ,2557.0,0.008566,2568.0,38.09
608,SDSS J121527.34+103044.5           ,1990.0,0.00666,1996.65,30.76
609,LEDA 1376175                       ,2072.0,0.006935,2079.21,31.76
610,SDSS J121639.61+085004.4           ,1979.0,0.006623,1985.58,30.55
611,SDSS J121800.18+080955.3           ,2000.0,0.006694,2006.72,30.78
612,SDSS J075812.43+110114.1           ,2342.0,0.007843,2351.22,38.47
613,LEDA 1845056                       ,1222.0,0.004084,1224.5,39.26
614,SDSS J161622.69+345405.2           ,2674.0,0.00896,2686.1,38.3
615,LEDA 1360237                       ,1759.0,0.005885,1764.19,33.88
616,LEDA 87204                         ,1503.0,0.005026,1506.79,32.36
617,LEDA 1480186                       ,1125.0,0.00376,1127.12,39.99
618,[KSW2012] 11                       ,2745.0,0.0092,2758.0,38.8
619,LEDA 4001803                       ,2227.0,0.007456,2235.33,35.48
620,LEDA 1304980                       ,1293.0,0.004322,1295.8,34.04
621,LEDA 1323063                       ,1815.0,0.006073,1820.53,30.76
622,SDSS J091001.72+325659.8           ,1436.0,0.0048,1439.0,31.78
623,SDSS J162152.54+332903.2           ,2695.0,0.00903,2707.1,38.7
624,LEDA 5057717                       ,5204.0,0.017512,5249.96,39.45
625,LEDA 1948571                       ,4804.0,0.016155,4843.11,38.73
626,SDSS J084225.82+063538.6           ,2264.0,0.007581,2272.61,36.96
627,SDSS J090515.67+100233.5           ,2064.0,0.006909,2071.15,32.61
628,SDSS J092217.12+274126.4           ,1930.0,0.006459,1936.25,30.83
629,SDSS J104445.32+075955.6           ,2529.0,0.008472,2539.76,37.62
630,LEDA 5060003                       ,1334.0,0.00446,1336.98,36.98
631,LEDA 1772328                       ,2159.0,0.007228,2166.83,30.84
632,SDSS J144625.55+274949.0           ,2549.0,0.008539,2559.93,36.97
633,LEDA 1799182                       ,1981.0,0.00663,1987.59,32.36
634,LEDA 1770244                       ,2618.0,0.008771,2629.53,37.77
635,SDSS J155913.58+064715.2           ,2468.0,0.008267,2478.24,34.28
636,SDSS J160651.01+080928.6           ,2812.0,0.009424,2825.31,38.49
637,SDSS J080132.23+212247.8           ,2124.0,0.00711,2131.5,31.64
638,SDSS J082152.72+341938.1           ,2314.0,0.00775,2323.4,35.13
639,SDSS J082939.90+310437.9           ,2136.0,0.00715,2143.5,32.86
640,LEDA 5077313                       ,2040.0,0.006828,2046.99,34.67
642,SDSS J090706.26+322219.5           ,1734.0,0.0058,1738.8,30.66
643,LEDA 2064608                       ,2461.0,0.008243,2471.18,39.63
644,SDSS J113327.39+335025.0           ,2554.0,0.008556,2564.97,38.23
645,LEDA 2026905                       ,2517.0,0.008431,2527.66,37.5
646,LEDA 1560780                       ,2125.0,0.007114,2132.58,32.2
647,SDSS J121405.91+275405.4           ,2558.0,0.00857,2569.2,37.9
648,SDSS J134913.00+331900.0           ,2164.0,0.007245,2171.87,31.93
649,LEDA 1767195                       ,2433.0,0.00815,2443.3,34.6
650,SDSS J140638.13+545947.4           ,1772.0,0.00593,1777.8,31.2
651,LEDA 1672146                       ,2612.0,0.00875,2623.2,37.26
652,LEDA 1982466                       ,2049.0,0.006858,2056.05,30.2
653,SDSS J161213.40+263915.4           ,2520.0,0.00844,2530.2,36.73
654,SDSS J161452.40+350428.4           ,2588.0,0.00867,2599.2,37.37
655,LEDA 988359                        ,2907.0,0.009744,2921.23,39.94
656,LEDA 1651298                       ,2971.0,0.00996,2985.87,36.81
657,LEDA 1648312                       ,1844.0,0.00617,1849.71,35.16
658,LEDA 1177602                       ,3051.0,0.01023,3066.9,36.81
659,LEDA 1230424                       ,4816.0,0.016196,4855.31,35.81
660,LEDA 1524207                       ,4947.0,0.01664,4988.5,34.99
661,SDSS J165050.89+203812.8           ,2689.0,0.00901,2701.1,38.21
662,LEDA 5807608                       ,2496.0,0.008361,2506.48,36.98
663,LEDA 4577792                       ,1495.0,0.004999,1498.75,35.32
664,LEDA 5807322                       ,2009.0,0.006724,2015.78,31.05
