#,identifier,radvel,redshift,cz,distance Q unit
575,LEDA 1180903                       ,2423.0,0.008115,2432.87,47.86
576,LEDA 1470737                       ,4814.0,0.01619,4853.6,44.87
577,LEDA 1189777                       ,2695.0,0.00903,2707.22,45.29
578,ESO 145-18A                        ,3082.0,0.010334,3098.06,45.5
579,AGC 227905                         ,2754.0,0.009229,2766.77,40.52
580,AGC 227906                         ,2771.0,0.009286,2783.93,40.75
581,LEDA 3090638                       ,2651.0,0.008882,2662.83,40.6
583,SDSS J023136.90+263234.6           ,3691.0,0.012389,3714.0,49.8
584,LEDA 1401917                       ,8737.0,0.02958,8867.9,46.77
585,2MFGC 17335                        ,4477.0,0.015047,4510.93,42.27
586,HIPASS J0224-24                    ,3092.0,0.010368,3108.11,43.1
587,HIPASS J0504-16                    ,3342.6,0.011213,3361.44,47.7
588,HIPASS J2149-60                    ,3081.5,0.010332,3097.5,45.5
589,LEDA 1382204                       ,2572.0,0.008616,2583.13,45.08
590,LEDA 1177883                       ,8315.0,0.028131,8433.58,49.43
591,SDSS J114604.04+113452.7           ,2965.0,0.00994,2979.81,43.64
593,ESO 564-32                         ,2765.4,0.009267,2778.27,41.11
594,ESO 571-16                         ,3614.0,0.012128,3636.0,49.2
595,UGC 4640                           ,3302.9,0.011079,3321.3,45.92
596,MCG-02-32-005                      ,4279.1,0.014377,4310.08,42.46
597,MCG+00-37-009                      ,2769.7,0.009282,2782.61,40.3
599,LEDA 28396                         ,2873.0,0.00963,2886.9,47.86
601,ESO 377-4                          ,3155.0,0.01058,3171.78,43.25
603,LEDA 213879                        ,3267.0,0.010958,3285.0,49.2
604,SDSS J114904.35+133745.9           ,2981.0,0.009993,2995.97,45.1
605,SDSS J114940.11+122338.6           ,3205.0,0.01075,3222.8,48.2
607,SDSS J125906.25+142547.0           ,2671.0,0.00895,2683.01,40.9
608,SDSS J130252.47+130922.1           ,3074.0,0.010307,3089.92,46.4
609,SDSS J000704.63+270125.5           ,2963.0,0.009933,2977.79,41.7
610,SDSS J012102.05+260519.9           ,3103.0,0.010405,3119.23,42.2
612,LEDA 1759841                       ,7492.0,0.025311,7588.0,43.45
613,SDSS J235821.68+271659.8           ,2900.0,0.009721,2914.16,41.0
614,LEDA 1401182                       ,3081.0,0.01033,3096.9,45.1
615,SDSS J114553.76+095359.1           ,2919.0,0.009785,2933.35,42.96
616,LEDA 4001590                       ,3158.0,0.01059,3174.8,47.95
617,SDSS J120101.11+092421.5           ,3304.0,0.011082,3322.41,48.19
618,LEDA 1373048                       ,2745.0,0.009199,2757.68,40.52
619,LEDA 1388496                       ,2792.0,0.009357,2805.12,41.2
620,LEDA 1372513                       ,3140.0,0.01053,3156.8,44.6
621,SDSS J130841.90+091140.8           ,3124.0,0.010475,3140.45,45.56
622,LEDA 4374112                       ,7047.0,0.023789,7131.81,48.53
623,LEDA 5059907                       ,3294.0,0.011049,3312.3,44.46
624,SDSS J094731.39+102931.5           ,3108.0,0.01042,3123.8,46.62
625,SDSS J095043.15+095703.7           ,2977.0,0.00998,2991.93,44.36
627,SDSS J111938.65+112643.3           ,3051.0,0.01023,3066.9,44.64
628,LEDA 3530253                       ,1621.0,0.005422,1625.41,46.99
629,IC 677                             ,3223.0,0.01081,3240.8,48.08
630,2MASX J07442148-2602486            ,2753.7,0.009228,2766.46,42.46
631,[KSW2012] 2                        ,3250.0,0.0109,3268.0,44.9
632,[KSW2012] 3                        ,3280.0,0.011,3298.0,45.3
634,[KSW2012] 8                        ,3487.0,0.0117,3508.0,48.8
635,LEDA 4319903                       ,2202.0,0.007372,2210.15,45.71
636,LEDA 4117578                       ,1803.0,0.006032,1808.45,44.87
637,LEDA 1729964                       ,1958.0,0.006553,1964.44,41.5
638,SDSS J084612.45+071601.4           ,2938.0,0.009849,2952.54,46.79
639,SDSS J091549.45+093850.5           ,2731.0,0.009152,2743.55,42.58
640,LEDA 5060161                       ,5898.0,0.01987,5956.9,49.66
641,SDSS J100733.19+130623.6           ,3019.0,0.01012,3033.9,40.89
642,LEDA 1502532                       ,3259.0,0.01093,3276.7,49.99
643,SDSS J105935.63+144407.7           ,3090.0,0.01036,3105.8,46.37
644,LEDA 1295846                       ,3434.0,0.01152,3453.6,44.06
645,LEDA 1719265                       ,3380.0,0.01134,3399.6,49.91
646,LEDA 1333641                       ,5457.0,0.01837,5507.2,41.3
647,LEDA 1391373                       ,3875.0,0.01301,3900.3,46.13
649,SDSS J153854.28+083537.3           ,3490.0,0.01171,3510.6,48.53
650,SDSS J161407.89+104358.6           ,3288.0,0.01103,3306.7,45.04
651,SDSS J161410.82+095412.4           ,3229.0,0.01083,3246.8,43.99
652,LEDA 3960875                       ,4658.0,0.01566,4694.76,43.65
653,LEDA 5059564                       ,4515.0,0.015176,4549.52,49.89
654,SDSS J225115.95+144914.7           ,3540.0,0.01188,3561.5,49.19
655,SDSS J104436.57+212217.3           ,2759.0,0.009246,2771.81,40.39
656,LEDA 2036114                       ,1608.0,0.005378,1612.34,49.66
657,SDSS J110756.36+194622.2           ,2813.0,0.009428,2826.32,40.74
658,SDSS J161813.55+203144.4           ,2915.0,0.00977,2929.0,40.38
659,SDSS J212202.26+095310.6           ,2977.0,0.00998,2991.9,41.63
660,LEDA 1365712                       ,5159.0,0.017359,5204.16,42.07
661,LEDA 1365943                       ,3081.0,0.01033,3096.9,46.24
662,LEDA 2365249                       ,3170.0,0.01063,3186.8,46.16
663,LEDA 1893620                       ,3158.0,0.01059,3174.8,43.45
664,LEDA 1538426                       ,3318.0,0.01113,3336.7,47.08
665,LEDA 1214107                       ,3725.0,0.012503,3748.43,46.99
666,LEDA 1403688                       ,3526.0,0.01183,3546.5,41.69
667,LEDA 1327562                       ,3160.0,0.010597,3176.83,49.89
668,AGC 310692                         ,3540.0,0.01188,3561.5,46.85
669,SDSS J094919.82+095513.7           ,3042.0,0.0102,3057.9,45.67
670,SDSS J110615.73+123956.8           ,3185.0,0.01068,3201.8,47.82
672,SDSS J140217.83+224333.0           ,3105.0,0.010411,3121.25,44.03
673,SDSS J140049.05+224549.1           ,3048.0,0.01022,3063.9,43.63
674,ZOA J04551442+4538151              ,3336.0,0.011191,3355.0,48.0
675,ZOA J04572112+4541355              ,3400.0,0.011408,3420.0,49.0
676,ZOA J05003987+4531202              ,3363.0,0.011281,3382.0,48.0
677,ZOA J05011724+4547323              ,3349.0,0.011234,3368.0,48.0
678,ZOA J05025686+4512304              ,3249.0,0.010898,3267.0,47.0
679,ZOA J04453370+4411279              ,2838.0,0.009513,2852.0,41.0
680,ZOA J04475221+4519003              ,3262.0,0.010941,3280.0,47.0
681,ZOA J04484501+4356104              ,3391.0,0.011375,3410.0,49.0
682,ZOA J04500227+4449075              ,3441.0,0.011545,3461.0,49.0
683,ZOA J05004576+4544544              ,3422.0,0.011481,3442.0,49.0
684,ZOA J05030974+4531026              ,2877.0,0.009643,2891.0,41.0
685,LEDA 6724508                       ,4888.0,0.01644,4928.51,46.56
686,LEDA 5807393                       ,3156.0,0.010583,3172.79,49.66
687,LEDA 5807554                       ,5253.0,0.017678,5299.84,46.34
688,LEDA 5807576                       ,5202.0,0.017505,5247.93,44.67
689,LEDA 4095559                       ,3675.0,0.012335,3697.8,49.2
690,LEDA 5807967                       ,8876.0,0.030059,9011.38,49.43
691,LEDA 5808707                       ,2200.0,0.007366,2208.13,47.42
692,LEDA 5807466                       ,11897.0,0.040504,12142.72,44.46
